Loan Sanction Amount (USD),Gender,Age,Income (USD),Income Stability,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Co-Applicant
61481.24,F,35,2036.84,Low,Rural,87830.35,556.27,NA,677.59,0,NA,1
108082.24,F,48,1514.57,Low,Semi-Urban,166280.37,493.77,NA,658.75,0,Unpossessed,1
20343.85,F,33,NA,Low,Semi-Urban,29062.64,129.14,2,882.23,0,Inactive,1
94195.57,F,43,NA,Low,Semi-Urban,117744.46,359.64,2,867.63,0,Active,1
10164.16,M,36,2425.32,Low,Urban,13552.22,129.32,2,854.34,1,Unpossessed,0
51666.2,F,18,2270.9,Low,Urban,73808.86,476.59,3,674.27,0,Inactive,1
29105.55,M,18,NA,NA,Semi-Urban,44777.77,199.51,1,689.47,1,Active,1
63325.37,M,18,1595.56,Low,Rural,97423.65,475.41,3,735.7,0,Active,1
51249.8,F,65,3137.43,High,Semi-Urban,73214,399.47,1,829.63,0,Active,1
46684.42,F,62,2653.01,NA,Urban,71822.19,415.66,2,656.48,0,Inactive,1
46822.62,M,21,1027.99,Low,Semi-Urban,72034.8,407.26,3,739.24,0,Unpossessed,1
125682.98,M,18,2861.13,Low,Rural,167577.3,508.47,2,782.5,0,Inactive,1
35842.27,F,18,1159.9,Low,Rural,51203.25,227.85,1,793.45,0,Active,1
24963.92,F,49,NA,Low,Semi-Urban,33285.22,363.5,2,NA,0,Unpossessed,1
63124.56,M,65,1049.13,High,Semi-Urban,78905.7,406.92,2,784.85,0,NA,1
25775.06,M,51,2255.27,Low,Rural,36821.52,203.25,3,651.54,0,Inactive,1
50107.12,M,40,2425.54,Low,Rural,71581.6,288.36,2,699.46,0,Unpossessed,1
33870.74,M,32,1056.12,Low,Rural,48386.77,244.65,1,729.19,0,Unpossessed,1
62485.68,F,50,3157.89,Low,Semi-Urban,96131.81,472.28,1,696.02,0,Inactive,1
14830.79,F,18,843.1,Low,Semi-Urban,21186.84,128.87,4,NA,0,Active,1
27207.73,M,42,2480.3,Low,Semi-Urban,41858.04,205.28,1,748.96,1,Inactive,1
96389.5,M,18,4727,Low,Urban,113399.41,651.08,2,873.42,0,Unpossessed,1
74705.48,F,18,2074.14,Low,Semi-Urban,106722.11,406.83,3,710.76,0,Inactive,1
57072.53,M,44,2852.35,Low,Semi-Urban,81532.18,381.45,2,751.37,0,Active,1
73558.01,M,18,1310.72,NA,Rural,105082.87,301.43,2,824.58,0,Active,1
26129.67,M,18,2131.85,Low,Rural,40199.49,206.53,2,712.19,1,Active,1
36284.28,F,64,1332.41,Low,Semi-Urban,55821.97,302,4,700.07,0,Active,1
43294.97,M,39,1244.59,NA,Semi-Urban,66607.65,321.5,2,726.25,0,Inactive,1
29702.85,M,48,1420.45,Low,Semi-Urban,42432.64,240.4,3,718.07,0,Unpossessed,1
118455.38,M,29,NA,Low,Semi-Urban,148069.23,462.35,2,NA,0,Active,1
14962.38,F,61,1809.13,Low,Semi-Urban,19949.84,167.31,4,775.28,0,Inactive,1
31978.57,F,34,5005.17,Low,Semi-Urban,45683.67,311.92,2,762.44,0,Unpossessed,1
77078.29,F,21,3035.15,Low,Rural,118581.98,349.7,1,688.24,0,Active,1
72365.46,F,59,1238.23,Low,Rural,90456.83,297.13,1,805.86,0,Unpossessed,1
68029.82,M,48,8947.76,Low,Semi-Urban,85037.28,478.93,2,833.84,0,Inactive,1
68317.09,M,35,2466.63,Low,Urban,91089.45,397.54,3,752.91,0,Active,1
101620.23,M,31,2389.75,Low,Semi-Urban,135493.64,395.12,2,770.07,0,Inactive,1
19095.68,M,18,1644.59,Low,Rural,27279.55,122.03,NA,652.06,0,Unpossessed,1
78213.11,M,51,3239.34,Low,Semi-Urban,111733.02,365.18,NA,661.35,0,Active,1
28108.7,F,18,1638.6,Low,Semi-Urban,40155.29,407.42,2,680.07,0,Active,1
97572.72,M,41,7007.05,Low,Urban,121965.9,683.29,4,750.81,1,Unpossessed,1
65445.13,F,65,NA,High,Semi-Urban,93493.04,402.01,2,799.3,0,Active,1
38952.62,F,18,2462.36,Low,Semi-Urban,55646.6,241.82,3,782.13,0,Active,1
204568.39,F,35,NA,Low,Semi-Urban,255710.49,1018.42,NA,842.78,0,Active,1
116654.44,F,23,2162.42,Low,Rural,166649.2,468.9,2,718.89,1,Active,1
33283.09,F,43,5532.76,Low,Semi-Urban,44377.45,301.06,NA,810.85,0,Unpossessed,1
38641.29,F,59,1354.63,Low,Rural,59448.14,284.87,1,673.33,0,NA,1
87934.87,M,53,2009.14,Low,Rural,125621.24,665.81,3,747.68,0,Active,1
39700.88,M,40,2057.94,Low,Semi-Urban,56715.55,-999,3,730.3,0,Active,1
132435.98,F,36,1962.27,Low,Semi-Urban,176581.31,665.32,2,860.38,0,Inactive,1
94757.96,F,38,2133.09,Low,Semi-Urban,145781.47,391.69,4,671.55,0,Active,1
152563.09,M,42,2992.8,Low,Semi-Urban,217947.27,639.78,3,843.46,0,Active,1
26739.14,M,46,2329.63,Low,Semi-Urban,38198.77,188.35,2,678.65,0,Inactive,1
102671.79,F,57,2378.91,Low,Semi-Urban,128339.74,640.87,2,769.02,0,Unpossessed,1
73709.15,M,39,2177.97,Low,Rural,113398.69,615.15,2,654.51,0,Unpossessed,1
93019.01,M,25,2868.02,Low,Semi-Urban,132884.3,538.56,2,781.94,0,Active,1
96409.15,F,25,NA,Low,Rural,120511.44,551.51,2,794.91,0,Active,1
21085.54,M,31,1846.42,Low,Semi-Urban,26356.92,130.34,2,757.38,0,Inactive,1
26171.68,M,59,NA,Low,Semi-Urban,40264.13,238.53,3,744.67,0,Unpossessed,1
24038.33,M,62,1672.97,Low,Semi-Urban,36982.04,237.23,2,739.74,1,Inactive,1
31355.6,F,43,NA,Low,Semi-Urban,39194.5,262.18,2,801.01,1,Active,1
27213.22,M,48,NA,Low,Semi-Urban,38876.03,205.67,3,692.13,0,Unpossessed,1
25912.34,F,56,2513.61,Low,Semi-Urban,37017.63,214.12,1,798.37,0,Unpossessed,1
89136.67,F,64,4470.71,Low,Semi-Urban,111420.84,664.35,1,858.9,0,Unpossessed,1
99470.99,F,22,992.61,Low,Semi-Urban,124338.74,347.28,3,759.04,0,Active,1
147776.36,F,65,1397.58,High,Rural,197035.14,565.67,2,836.9,0,Unpossessed,0
49200.98,F,36,2335.81,Low,Semi-Urban,61501.22,324.35,2,811.56,1,Inactive,1
102389.52,M,54,2041.32,Low,Semi-Urban,136519.36,452.68,3,776.34,0,Unpossessed,1
80382.62,F,47,NA,NA,Semi-Urban,100478.27,915.19,2,801.09,1,Active,1
76271.29,F,27,1934.06,Low,Semi-Urban,108958.98,380.7,1,843.06,0,Active,1
227914.7,F,65,5610.21,High,Urban,303886.26,995.56,2,865.49,1,NA,1
53041.92,M,28,NA,Low,Semi-Urban,70722.56,320.01,3,808.23,0,Unpossessed,1
110494.15,M,57,2784.97,Low,Semi-Urban,147325.53,529.81,2,771.48,0,Inactive,1
41564.28,M,18,2094.27,Low,Rural,63945.04,328.14,2,736,0,Inactive,1
81820.61,F,24,NA,Low,Semi-Urban,125877.86,641.21,3,704.24,0,Active,1
31653.25,F,18,NA,Low,Rural,39566.56,204.82,2,804.65,0,Active,1
51113.43,F,42,1567.9,Low,Semi-Urban,78636.04,311.14,2,712.33,0,Unpossessed,1
139412.2,M,64,3382.55,Low,Semi-Urban,185882.93,750.92,1,850.64,0,Unpossessed,1
54050.26,M,61,910.6,NA,Semi-Urban,77214.66,299.84,2,724.75,0,Inactive,1
29996.96,M,47,2297.52,Low,Urban,39995.94,286.05,1,761.74,0,NA,1
45172.24,F,40,NA,Low,Urban,69495.76,564,1,663.48,0,Active,1
20801.36,M,63,NA,Low,Semi-Urban,32002.1,376.8,3,701.3,0,Unpossessed,1
49627.93,F,18,3145.4,Low,Semi-Urban,70897.04,610.14,3,653.13,0,Active,1
50973.02,M,53,3273.29,Low,Semi-Urban,72818.6,682.26,3,763.59,1,Unpossessed,1
56487.96,M,64,3748.26,Low,Urban,80697.08,456.36,3,808.54,0,Inactive,1
48823.37,M,50,1301.18,Low,Semi-Urban,75112.88,365.26,2,673.07,0,Unpossessed,1
44211.66,M,52,3183.74,Low,Semi-Urban,63159.52,286.97,2,691.91,0,Inactive,-999
97101.1,M,32,6530.14,Low,Urban,129468.14,645.59,3,843.41,0,Unpossessed,1
27746.6,M,54,2698.25,Low,Semi-Urban,39638,204.16,NA,NA,1,Inactive,1
110448.21,M,53,NA,NA,Semi-Urban,147264.28,587.53,2,799.56,1,Active,1
13778.4,M,54,2231.45,Low,Semi-Urban,19683.43,105.61,3,820.66,1,Inactive,1
53871.82,M,31,2959.27,Low,Semi-Urban,67339.77,608.21,2,843.36,0,Unpossessed,1
90704.3,F,48,3419.54,Low,Semi-Urban,129577.57,502.42,3,668.51,0,Unpossessed,1
106976.01,F,29,4744.69,Low,Urban,142634.68,590.18,2,868.85,0,Active,1
34678.1,M,20,2491.99,Low,Urban,53350.92,309.92,NA,747.11,0,Active,1
25061.74,F,56,2425.87,Low,Urban,35802.48,181.3,3,664.05,0,Active,1
12070.35,F,31,909.45,Low,Semi-Urban,15087.94,180.23,2,832.26,0,Active,1
5062.41,M,53,1642.99,Low,Semi-Urban,7788.32,78.96,2,746.71,0,Active,1
96589.66,F,18,2194.04,Low,Semi-Urban,120737.08,383.01,2,820.15,1,Inactive,1
50565.55,M,56,1786.94,Low,Semi-Urban,67420.73,256.43,2,855.71,0,Inactive,1
64074.86,M,31,NA,NA,Semi-Urban,91535.51,502.29,3,868.76,0,Inactive,1
58012.76,F,49,3443.07,Low,Urban,77350.34,390.82,3,792.72,1,Inactive,1
35321.56,F,46,1288.4,NA,Semi-Urban,47095.41,211.59,2,875.93,0,Unpossessed,1
32316.72,M,56,1530.08,NA,Semi-Urban,46166.74,282.03,2,NA,0,Active,1
45064.08,M,33,1618.17,Low,Semi-Urban,69329.36,316.55,2,NA,0,Active,1
111330.48,M,52,3830.82,Low,Urban,159043.55,472.18,2,835.94,1,Inactive,1
15653.32,F,52,NA,NA,Semi-Urban,24082.03,200.46,2,705.11,1,Inactive,1
116110.84,M,40,1814.37,NA,Semi-Urban,165872.63,874.39,NA,863.86,1,Unpossessed,1
60875.57,M,25,1582.61,Low,Semi-Urban,76094.46,378.68,3,775.25,0,Active,1
47555.29,F,61,NA,Low,Semi-Urban,63407.05,323.94,1,754.97,1,NA,1
51134.35,M,31,2158.73,Low,Semi-Urban,68179.13,307.16,1,802.12,0,Active,1
89958.22,F,25,NA,Low,Semi-Urban,112447.77,794.02,4,NA,1,Inactive,1
35820.31,M,18,2972.48,Low,Semi-Urban,55108.17,595.21,2,668.3,0,Inactive,1
54947.86,M,64,2121.45,High,Semi-Urban,73263.81,407.5,2,833.63,0,Unpossessed,1
115279.52,F,43,1877.18,NA,Semi-Urban,153706.03,667.99,1,771.02,0,Inactive,1
78047.72,M,22,NA,Low,Semi-Urban,120073.41,386.14,5,678.3,1,Inactive,1
46563.57,M,18,NA,NA,Rural,66519.38,417.44,2,723.97,0,Unpossessed,1
47535.98,F,18,4231.36,Low,Urban,67908.54,327.73,2,845.95,0,Active,1
57641.9,F,61,1212.35,High,Semi-Urban,57641.9,329.36,2,855.36,0,Unpossessed,0
115580.84,F,65,2645.7,High,Semi-Urban,144476.05,481.77,1,826.25,1,Unpossessed,1
113535.46,F,60,2230.3,High,Rural,151380.62,717.27,2,817.23,0,Inactive,0
47216.51,F,27,3546.62,Low,Semi-Urban,59020.64,386.08,2,780.45,0,Unpossessed,1
158236.53,M,47,4022.77,Low,Semi-Urban,197795.66,667.43,2,828.37,0,Active,1
33402.3,F,28,2464.37,Low,Semi-Urban,41752.87,277.49,1,798.49,0,Active,1
66516.96,M,59,3468.08,Low,Semi-Urban,95024.23,644.17,1,806.84,0,Unpossessed,1
99417.65,M,43,2110.01,Low,Urban,110464.06,720.19,2,859.85,0,Inactive,0
49319.26,M,38,3259.57,Low,Semi-Urban,75875.79,270.11,3,698.12,0,Active,1
20179.91,F,39,1310.84,Low,Semi-Urban,31046.01,192.52,3,651.27,0,Unpossessed,1
161650.83,M,59,4934.44,Low,Semi-Urban,248693.59,691.1,2,743.27,0,Active,1
81489.46,M,47,3091.51,Low,Semi-Urban,116413.52,330.3,2,844.62,1,Unpossessed,1
118599.07,M,42,3988.63,Low,Urban,169427.24,881.59,2,753.93,1,Active,1
21559.45,F,59,3171.57,Low,Semi-Urban,33168.39,333.24,NA,NA,0,Unpossessed,1
92908.61,F,42,NA,Low,Semi-Urban,142936.33,440.07,3,712.51,0,Inactive,1
6888.95,M,65,2790.01,High,Semi-Urban,9841.36,68.59,2,789.83,0,Unpossessed,-999
95539.41,M,26,NA,Low,Semi-Urban,119424.26,602.7,1,846.44,1,Active,1
49220.8,F,35,2702.36,Low,Semi-Urban,75724.3,483.29,4,654.97,0,Inactive,1
23559.28,M,54,3141.31,Low,Urban,33656.11,246.31,2,650.22,0,Active,1
19610.04,F,65,1551.72,High,Semi-Urban,24512.55,141.52,2,815.09,0,Inactive,1
26444.98,M,45,NA,Low,Semi-Urban,33056.22,340.49,1,872.17,1,Active,1
55493.28,M,41,4383.37,Low,Rural,85374.28,383.85,2,660.63,0,Active,1
127956.42,F,47,2517.06,Low,Rural,182794.88,539.94,2,683.33,1,Active,1
44126.5,NA,40,2976.57,Low,Urban,67886.93,665.98,2,743.26,1,Active,1
22132.64,F,18,NA,Low,Rural,31618.06,183.79,NA,660.5,0,Active,1
131442.43,M,61,NA,Low,Urban,164303.04,684.28,4,754.92,0,Inactive,1
77843.63,M,62,2677.23,Low,Urban,103791.51,561.89,2,812.74,1,Inactive,1
27983.38,F,60,2102.13,Low,Semi-Urban,39976.25,253.1,NA,675.75,1,Inactive,1
32535.28,M,30,2437.7,NA,Semi-Urban,50054.27,244.53,2,NA,1,Inactive,1
62702.44,F,47,2378.73,Low,Semi-Urban,89574.92,451.35,1,859.88,0,Unpossessed,1
32384.79,M,28,NA,NA,Semi-Urban,40480.99,293.22,NA,NA,0,Active,1
28530.69,F,54,1057.58,Low,Semi-Urban,43893.37,-999,NA,687.28,0,Active,1
14477.02,F,60,1274.11,High,Rural,20681.45,133.81,2,825.25,0,Unpossessed,1
223782.72,M,61,NA,High,Semi-Urban,279728.4,940.42,2,822.62,0,Unpossessed,1
75246.67,M,21,3113.9,Low,Semi-Urban,115764.11,549.73,2,698.69,0,Active,1
65397.87,M,52,3178.75,Low,Semi-Urban,81747.34,403.27,2,776.91,0,Unpossessed,1
10079.2,M,36,2742.41,Low,Semi-Urban,14398.85,176.46,2,808.87,0,Active,1
59005.13,M,18,1592.97,Low,Semi-Urban,84293.04,408.84,2,697.41,0,Unpossessed,1
88262.11,M,65,NA,NA,Semi-Urban,110327.64,380.09,1,780.58,0,Inactive,0
76476.86,F,29,1620.86,Low,Semi-Urban,109252.65,486.04,NA,820.24,0,Unpossessed,1
130522.95,M,18,1662.84,Low,Rural,174030.6,529.42,2,842.16,0,Unpossessed,1
41816.07,M,18,NA,Low,Semi-Urban,64332.42,302.78,2,700.4,0,Inactive,1
49031.41,F,24,3432.35,Low,Semi-Urban,70044.87,329.36,2,803.2,0,Unpossessed,1
82595.55,F,51,6654.77,Low,Rural,110127.4,982.87,2,800.65,1,Unpossessed,1
88343.02,M,30,3317.22,Low,Semi-Urban,117790.7,594.32,3,769.33,0,Active,1
28207.88,M,47,1972.62,Low,Urban,40296.97,391.9,1,699.47,0,Active,1
156245.18,F,18,2399.56,Low,Semi-Urban,208326.91,530.89,4,829.41,0,Unpossessed,1
98755.18,M,62,2694.73,Low,Urban,151931.05,776.87,2,NA,0,Unpossessed,1
247748.32,F,32,7109.89,Low,Semi-Urban,309685.4,1010.68,1,839.26,0,Active,1
131631.15,F,18,2930.18,Low,Semi-Urban,188044.5,622.87,3,736.44,0,Inactive,1
32183.24,M,49,2833.96,Low,Semi-Urban,42910.99,239.25,1,866.73,0,Inactive,1
33980.73,F,18,2662.97,Low,Rural,52278.04,358.6,4,668.42,0,Unpossessed,1
12894.97,F,53,NA,Low,Semi-Urban,16118.71,101.92,NA,772.18,0,Inactive,1
92828.78,M,52,4437.88,Low,Urban,142813.5,433.61,2,728.27,0,Unpossessed,1
26828.93,F,62,3364.63,Low,Rural,35771.91,182.32,2,828,0,Active,1
49812.34,F,18,3486.81,Low,Semi-Urban,71160.48,372.29,2,856.7,0,Inactive,1
31667.79,F,42,NA,Low,Semi-Urban,45239.7,265.82,NA,734.73,0,Unpossessed,1
15784.34,M,30,NA,Low,Urban,22549.06,137.84,NA,NA,0,Active,1
231769.64,F,61,2386.34,Low,Semi-Urban,309026.19,807.28,2,779.38,0,Active,1
12736.68,M,24,1264.8,Low,Semi-Urban,19594.89,91.26,1,687.61,1,Unpossessed,1
31996.53,F,33,1567.28,NA,Semi-Urban,45709.33,234.92,2,852.15,0,Active,1
34198.66,F,37,1131.45,Low,Rural,52613.32,252.71,3,NA,0,Inactive,1
102318.46,M,18,6269.5,Low,Urban,157413.01,1169.27,NA,734.67,0,Active,1
60908.91,F,48,2827.27,Low,Semi-Urban,87012.73,435.12,3,715.37,0,Active,1
29360.87,F,56,NA,Low,Rural,36701.09,389.67,2,867.48,0,Unpossessed,1
27090.29,F,47,3218.09,Low,Semi-Urban,41677.37,197.79,2,673.32,0,Active,1
71766.91,M,19,NA,Low,Rural,110410.63,473.75,1,729.16,1,Unpossessed,1
43497.54,F,18,2916.01,Low,Semi-Urban,54371.93,492.59,2,785.13,1,Unpossessed,1
81306.74,M,18,3091.68,Low,Semi-Urban,125087.29,372.75,1,692.64,1,Inactive,1
133686.4,M,65,2240.82,High,Rural,178248.53,521.81,1,865.61,0,Unpossessed,1
51796.75,F,21,1684.67,NA,Rural,64745.94,480.9,NA,781.5,0,Inactive,1
47358.01,F,20,2700.23,Low,Semi-Urban,67654.3,248.43,4,695.99,0,Active,1
60438.45,F,35,2759.94,Low,Urban,86340.64,236.05,2,844.23,0,Unpossessed,1
127038.25,F,38,4022.41,Low,Semi-Urban,181483.21,601.88,2,808.5,0,Active,1
163902.81,M,30,NA,Low,Semi-Urban,234146.87,NA,2,819.59,1,Active,1
107068.23,F,59,NA,Low,Semi-Urban,152954.62,588.82,2,769.67,0,Unpossessed,1
24346.54,M,65,1589.59,High,Semi-Urban,27051.71,287.96,2,855.2,0,Inactive,1
120998.4,M,40,3118.83,Low,Semi-Urban,161331.2,584.49,4,796.6,0,Active,1
34477.75,NA,35,2338.99,Low,Semi-Urban,53042.7,424.19,2,698.76,0,Active,1
137971.89,F,19,3977.23,Low,Urban,212264.44,589.1,1,684.71,0,Active,1
71839.52,F,31,1821.63,Low,Semi-Urban,102627.89,478.47,4,775.6,1,Unpossessed,1
211663.39,M,24,NA,Low,Rural,302376.27,857.2,3,779.94,0,Active,1
9328.29,F,51,1550.18,NA,Semi-Urban,14351.22,160.62,2,743.27,0,Unpossessed,1
79134.3,M,27,3691.22,Low,Rural,113049,805.51,4,719.84,0,Inactive,1
115534.13,F,18,NA,Low,Semi-Urban,177744.81,503.51,2,693.1,0,Active,1
113042.95,F,28,1010.2,Low,Semi-Urban,161489.93,430.22,2,800.49,0,Unpossessed,1
60967.34,M,43,2753.23,Low,Urban,76209.17,373.52,3,836.64,0,NA,1
12780.26,M,18,1297.79,Low,Rural,18257.52,97.64,2,761.65,1,Unpossessed,1
28072.36,F,29,NA,Low,Rural,43188.25,208.22,NA,683.05,0,Inactive,1
31240.79,M,64,2019.91,Low,Semi-Urban,48062.76,234.29,3,684.36,1,Active,1
18778.8,F,40,1261.2,Low,Semi-Urban,28890.46,182.45,NA,661.79,0,Unpossessed,1
25625.89,M,21,1135.81,Low,Rural,36608.42,380.57,3,671.59,0,Active,1
34858.09,F,65,NA,High,Semi-Urban,43572.61,264.31,2,NA,1,Active,1
31392.46,F,48,1276.47,Low,Rural,39240.57,233.27,2,766.44,0,Active,1
48733.6,F,22,NA,Low,Urban,64978.13,290.37,4,780.37,0,Active,1
87492.03,F,26,2105.73,Low,Semi-Urban,124988.61,547.38,4,698.69,1,Active,1
22341.94,M,33,3700.46,Low,Rural,31917.05,189.82,3,767.67,0,Unpossessed,1
59295.34,F,61,4885.57,Low,Semi-Urban,91223.6,710.67,1,655.15,0,Unpossessed,1
56360.14,M,18,4990.6,Low,Semi-Urban,75146.86,629.18,3,802.59,0,Unpossessed,1
52037.13,F,62,2133.77,Low,Semi-Urban,74338.76,518.92,1,851.87,0,Unpossessed,1
33105.2,F,28,2950.14,Low,Semi-Urban,41381.5,280.51,2,756.58,0,Active,1
77795.96,M,42,2000.95,Low,Semi-Urban,119686.09,699.46,2,687.24,0,Inactive,1
92514,F,60,3440.89,High,Semi-Urban,115642.5,523.71,1,823.07,1,Inactive,1
56438.57,M,18,1392.01,Low,Rural,75251.43,278.99,2,847.79,0,Active,1
23732.3,F,65,1737.74,NA,Semi-Urban,33903.29,161.87,2,747.1,1,Inactive,1
64818.05,F,43,3160.51,Low,Rural,81022.56,507.08,2,750.41,0,Unpossessed,1
65408.26,F,22,1396.13,Low,Semi-Urban,81760.32,282.89,NA,801.01,0,Inactive,1
38501.81,F,18,NA,Low,Semi-Urban,59233.55,371.66,2,658.5,0,Active,1
19148.86,M,64,2369.03,Low,Semi-Urban,29459.78,146.26,2,669.05,0,Inactive,1
45259.19,F,25,1563.25,Low,Semi-Urban,64655.98,195.79,2,733.49,0,NA,1
91370.26,M,29,2202.48,Low,Semi-Urban,114212.82,NA,NA,826.81,1,Active,1
12579.76,F,21,972.55,Low,Semi-Urban,17971.08,168.92,3,NA,0,Unpossessed,1
63356.63,F,22,2426.21,Low,Rural,90509.47,363.03,4,714.8,0,Inactive,1
33704.08,M,22,1872.85,Low,Semi-Urban,51852.43,300.11,1,741.13,1,Inactive,1
61351.22,M,55,NA,Low,Rural,81801.62,368.81,3,804.81,0,Active,1
75411.06,M,18,NA,Low,Semi-Urban,116017.02,449.24,3,725.92,0,Inactive,1
57687.78,M,24,NA,Low,Semi-Urban,82411.11,320.22,1,670.89,0,Inactive,1
33361.22,M,65,NA,High,Semi-Urban,41701.52,241.63,2,864.62,0,Active,0
118871.73,F,18,NA,Low,Semi-Urban,169816.76,478.39,1,765.58,0,Unpossessed,1
97620.99,F,56,2384.85,Low,Semi-Urban,150186.14,648.16,2,700.08,0,Inactive,1
14102.04,M,21,NA,Low,Rural,20145.77,98.38,3,674.32,0,Unpossessed,1
75822.7,M,43,NA,Low,Semi-Urban,108318.15,352.17,3,764.11,0,Unpossessed,1
44271.87,M,59,1900.92,Low,Semi-Urban,63245.53,332.54,2,686.1,0,Inactive,1
89862.3,F,21,3900.94,Low,Semi-Urban,128374.72,458.97,1,731.58,0,Inactive,1
70848.47,F,37,1637.82,Low,Semi-Urban,101212.1,284.2,2,800.35,0,NA,1
17266.59,M,53,NA,Low,Semi-Urban,26563.98,133.77,2,740.44,0,Unpossessed,1
43877.28,M,28,3639.02,Low,Semi-Urban,67503.5,822.07,NA,676.99,0,Inactive,1
154695.65,M,26,NA,Low,Urban,220993.78,586.77,2,877.94,0,Unpossessed,1
70654.13,F,56,NA,Low,Semi-Urban,88317.66,533.07,2,780.23,0,Active,1
69665.69,F,23,2489.39,Low,Semi-Urban,92887.59,476.42,3,796.7,1,Active,1
40017.06,M,18,2336.01,Low,Semi-Urban,61564.7,341.29,2,665.67,0,Active,1
19770.3,F,40,2119.94,Low,Semi-Urban,24712.87,289.8,3,875.07,0,Active,1
48610.07,M,65,3616.93,High,Rural,64813.43,330.51,1,869.82,0,Unpossessed,1
32369.77,F,60,2534.41,Low,Semi-Urban,43159.69,349.29,2,811.45,1,Unpossessed,1
37902.08,M,34,2098.03,Low,Semi-Urban,58310.89,365.43,3,694.94,0,Inactive,1
65791.08,F,60,1595.94,Low,Rural,93987.26,447.97,1,870.95,1,Inactive,1
145176.02,F,18,2782.1,Low,Urban,207394.31,869.37,2,814.97,0,Unpossessed,1
34139.75,M,63,1598.02,High,Semi-Urban,42674.69,118.11,2,859.15,0,NA,0
84665.72,F,58,1988.4,Low,Urban,120951.03,454.56,2,755.22,0,Unpossessed,1
74479.95,M,58,3844.59,Low,Semi-Urban,106399.93,568.48,2,654.53,0,Unpossessed,1
42251.77,F,39,2457.81,Low,Semi-Urban,56335.69,457.97,2,774.55,1,Active,1
166474.58,M,33,2952.02,Low,Urban,208093.23,916.19,2,861.18,0,Inactive,1
31236.65,F,39,938.71,Low,Rural,41648.87,351.9,2,824.01,0,Active,1
38851.42,F,51,2312.51,Low,Semi-Urban,55502.03,275.6,2,799.61,1,Active,1
72064.91,F,56,2442.15,Low,Semi-Urban,102949.87,395.98,2,653.69,0,Inactive,1
72875.54,M,51,NA,Low,Semi-Urban,91094.43,448.03,NA,795.62,0,Active,1
106996.69,F,36,2449.53,Low,Semi-Urban,152852.42,573.41,2,743.5,0,Unpossessed,1
26544.04,M,40,2020.66,NA,Semi-Urban,35392.06,242.22,NA,NA,0,Active,1
92178.26,F,44,3032.64,Low,Semi-Urban,122904.34,365.6,1,NA,0,Active,1
64272.51,F,56,NA,Low,Semi-Urban,91817.87,383.91,2,823,0,Unpossessed,1
24416.08,M,47,4231.84,Low,Rural,34880.11,285.75,2,682.34,1,Unpossessed,1
97418.71,F,28,NA,Low,Semi-Urban,149874.94,648.94,4,693.45,0,Inactive,1
132575.04,M,52,1821.86,Low,Rural,189392.91,507.77,NA,NA,1,Inactive,1
50905.28,F,18,2432.36,Low,Semi-Urban,78315.82,351.72,3,677.18,0,Active,1
75326.66,M,21,4738.59,Low,Semi-Urban,94158.32,684.22,2,758.89,0,Inactive,1
64880.08,F,32,NA,NA,Semi-Urban,99815.51,NA,5,694.25,1,Unpossessed,1
112101.94,M,18,3229.75,Low,Semi-Urban,149469.25,431.94,1,750.7,0,NA,-999
51874.45,M,18,1963.1,NA,Semi-Urban,74106.36,360.58,2,671.78,0,Active,1
61237.34,M,54,NA,Low,Semi-Urban,81649.79,440.76,2,808.8,0,Active,1
22547.71,M,24,1760.48,Low,Semi-Urban,34688.78,274.33,3,701,0,Unpossessed,1
136590.28,M,18,1995.99,Low,Semi-Urban,210138.9,676.69,2,704.12,0,Active,1
142564.67,F,62,4592.59,High,Urban,178205.84,756.62,1,839.52,0,Inactive,0
41491.16,F,55,2796.97,Low,Semi-Urban,59273.08,418.72,3,660.72,0,Active,1
46213.07,F,49,1330.21,Low,Semi-Urban,66018.67,273.27,2,721.01,1,Unpossessed,1
50969.24,M,65,NA,High,Semi-Urban,67958.98,422.84,2,758.84,0,Inactive,0
5910.99,F,38,1322.02,NA,Semi-Urban,8444.27,51.31,3,768.15,0,Unpossessed,1
78543.81,M,63,NA,Low,Semi-Urban,112205.44,386.21,NA,NA,0,Active,1
48119.38,F,62,4292.74,High,Semi-Urban,64159.18,672.81,2,859.25,1,Inactive,1
31975.73,F,60,2296.56,Low,Rural,45679.61,229.39,2,696.97,0,Unpossessed,1
111780.33,F,48,1758.4,Low,Semi-Urban,139725.41,360.12,3,875.7,0,Active,1
14228.4,M,56,1551.01,Low,Rural,20326.29,-999,4,NA,0,Active,1
21311.26,M,46,2366.65,Low,Semi-Urban,32786.56,400.66,2,701.58,0,Unpossessed,-999
29931.34,F,58,4505.69,Low,Semi-Urban,42759.05,437.66,2,809.77,0,Unpossessed,1
88424.7,M,31,NA,Low,Urban,136038,716.72,1,724.26,1,Active,1
90245.89,M,23,NA,Low,Semi-Urban,112807.36,334.11,2,NA,0,Active,1
24213.75,M,18,955.02,Low,Rural,37251.93,227.26,3,661.35,1,Inactive,1
16160.14,M,18,NA,Low,Semi-Urban,24861.75,127.52,1,729.84,0,Unpossessed,1
